Customer ID,Age,Age Range,Gender,Item Purchased,Category,Purchase Amount (USD),Previous Purchases,Total Purchases,Location,Size,Color,Season,Review Rating,Review Ratings,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchase,Preferred Payment Method,Frequency of Purchases
1799,40,35 - 44,Male,Dress,Clothing,$82 ,1,$82 ,North Dakota,L,Magenta,Winter,3.7,3,No,Credit Card,Express,No,No,Below 10 Puchases,Cash,Weekly
1800,32,25 - 34,Male,Hoodie,Clothing,$48 ,47,"$2,256 ",California,M,Charcoal,Fall,3.9,3,No,Debit Card,Express,No,No,Below 50 Purchases,Venmo,Weekly
1801,22,18 - 24,Male,Coat,Outerwear,$58 ,30,"$1,740 ",Mississippi,XL,Indigo,Winter,2.7,2,No,Cash,Express,No,No,Below 40 Purchases,Credit Card,Weekly
1802,33,25 - 34,Male,Sweater,Clothing,$57 ,48,"$2,736 ",New Jersey,M,Turquoise,Spring,3.9,3,No,Credit Card,Express,No,No,Below 50 Purchases,Debit Card,Fortnightly
1803,57,55+,Male,Shorts,Clothing,$96 ,31,"$2,976 ",Rhode Island,L,Turquoise,Winter,2.6,2,No,Bank Transfer,Store Pickup,No,No,Below 40 Purchases,Venmo,Bi-Weekly
1804,60,55+,Male,Sneakers,Footwear,97,33,"$3,201 ",New Hampshire,S,Gray,Summer,3.5,3,No,PayPal,Free Shipping,No,No,Below 40 Purchases,Venmo,Fortnightly
1805,30,25 - 34,Male,Sweater,Clothing,$42 ,39,"$1,638 ",Louisiana,L,Peach,Winter,4.4,4,No,Debit Card,Next Day Air,No,No,Below 40 Purchases,Credit Card,Weekly
1806,41,35 - 44,Male,T-shirt,Clothing,$62 ,46,"$2,852 ",Arizona,L,Gold,Spring,4.9,4,No,Venmo,Store Pickup,No,No,Below 50 Purchases,Debit Card,Weekly
1807,58,55+,Male,Handbag,Accessories,$67 ,24,"$1,608 ",Rhode Island,M,Green,Fall,3.9,3,No,Credit Card,Standard,No,No,Below 30 Purchases,Venmo,Annually
1808,34,25 - 34,Male,Sneakers,Footwear,$46 ,37,"$1,702 ",Vermont,L,Gold,Summer,3.5,3,No,PayPal,Standard,No,No,Below 40 Purchases,Venmo,Fortnightly
1809,67,55+,Male,Jacket,Outerwear,$71 ,7,$497 ,Tennessee,M,Lavender,Spring,4.3,4,No,Credit Card,Next Day Air,No,No,Below 10 Puchases,Debit Card,Monthly
1810,58,55+,Male,Backpack,Accessories,$99 ,6,$594 ,Alaska,S,Blue,Fall,3.4,3,No,Credit Card,Free Shipping,No,No,Below 10 Puchases,Debit Card,Fortnightly
1811,41,35 - 44,Male,Jeans,Clothing,$28 ,16,$448 ,Maryland,M,Magenta,Fall,2.7,2,No,Credit Card,Standard,No,No,Below 20 Purchases,Cash,Bi-Weekly
1812,42,35 - 44,Male,Belt,Accessories,$77 ,33,"$2,541 ",Wisconsin,L,Blue,Summer,3.6,3,No,Bank Transfer,Standard,No,No,Below 40 Purchases,Bank Transfer,Annually
1813,50,45 - 54,Male,Boots,Footwear,$63 ,18,"$1,134 ",Nevada,S,Blue,Summer,4.9,4,No,Venmo,Express,No,No,Below 20 Purchases,PayPal,Bi-Weekly
1814,40,35 - 44,Male,Shorts,Clothing,$62 ,24,"$1,488 ",Illinois,M,Olive,Spring,3.5,3,No,Credit Card,Free Shipping,No,No,Below 30 Purchases,PayPal,Weekly
1815,32,25 - 34,Male,Jeans,Clothing,$92 ,24,"$2,208 ",Montana,M,White,Summer,3.8,3,No,Debit Card,Free Shipping,No,No,Below 30 Purchases,Cash,Quarterly
1816,51,45 - 54,Male,Shoes,Footwear,$72 ,48,"$3,456 ",New Mexico,L,White,Winter,4.5,4,No,Venmo,2-Day Shipping,No,No,Below 50 Purchases,Credit Card,Quarterly
1817,26,25 - 34,Male,Hat,Accessories,$79 ,4,$316 ,Virginia,M,Purple,Summer,4,4,No,Venmo,Express,No,No,Below 10 Puchases,Cash,Weekly
1818,32,25 - 34,Male,T-shirt,Clothing,$27 ,20,$540 ,Delaware,M,White,Summer,4.7,4,No,Credit Card,Free Shipping,No,No,Below 30 Purchases,Cash,Weekly
1819,58,55+,Male,Sunglasses,Accessories,$39 ,47,"$1,833 ",North Carolina,M,White,Fall,3.8,3,No,Credit Card,Express,No,No,Below 50 Purchases,Debit Card,Quarterly
1820,51,45 - 54,Male,Socks,Clothing,$86 ,50,"$4,300 ",Nevada,S,Peach,Spring,4.5,4,No,Cash,Next Day Air,No,No,Over 50 Purchases,Cash,Quarterly
1821,19,18 - 24,Male,Shirt,Clothing,$94 ,31,"$2,914 ",Washington,XL,Gold,Fall,5,5,No,PayPal,Express,No,No,Below 40 Purchases,PayPal,Monthly
1822,57,55+,Male,Shorts,Clothing,$53 ,29,"$1,537 ",Maine,M,Teal,Spring,2.8,2,No,Credit Card,Express,No,No,Below 30 Purchases,PayPal,Quarterly
1823,66,55+,Male,Shirt,Clothing,$85 ,4,$340 ,Connecticut,S,Cyan,Summer,4.4,4,No,Cash,Standard,No,No,Below 10 Puchases,Cash,Annually
1824,62,55+,Male,Socks,Clothing,$50 ,40,"$2,000 ",Louisiana,L,Pink,Fall,4.7,4,No,Cash,Free Shipping,No,No,Below 50 Purchases,Bank Transfer,Bi-Weekly
1825,58,55+,Male,Pants,Clothing,$47 ,31,"$1,457 ",Illinois,XL,Magenta,Winter,3.8,3,No,Credit Card,Express,No,No,Below 40 Purchases,Cash,Monthly
1826,23,18 - 24,Male,Boots,Footwear,$75 ,41,"$3,075 ",South Dakota,M,Pink,Winter,4.9,4,No,Bank Transfer,Next Day Air,No,No,Below 50 Purchases,Credit Card,Weekly
1827,45,45 - 54,Male,T-shirt,Clothing,$60 ,44,"$2,640 ",Indiana,M,Turquoise,Winter,4.2,4,No,PayPal,Express,No,No,Below 50 Purchases,Debit Card,Annually
1828,20,18 - 24,Male,T-shirt,Clothing,$36 ,31,"$1,116 ",Vermont,S,Pink,Spring,4.9,4,No,Cash,2-Day Shipping,No,No,Below 40 Purchases,Bank Transfer,Weekly
1829,33,25 - 34,Male,Coat,Outerwear,$80 ,45,"$3,600 ",New Hampshire,L,Gray,Spring,3.9,3,No,Debit Card,Express,No,No,Below 50 Purchases,Cash,Quarterly
1830,30,25 - 34,Male,Hat,Accessories,$96 ,50,"$4,800 ",Oregon,M,White,Spring,4.9,4,No,Venmo,2-Day Shipping,No,No,Over 50 Purchases,Credit Card,Quarterly
1831,50,45 - 54,Male,Sunglasses,Accessories,$80 ,7,$560 ,Kansas,M,Blue,Winter,4.8,4,No,Credit Card,Express,No,No,Below 10 Puchases,Venmo,Annually
1832,62,55+,Male,Blouse,Clothing,$71 ,5,$355 ,Maine,M,Cyan,Summer,3.3,3,No,Bank Transfer,Free Shipping,No,No,Below 10 Puchases,Bank Transfer,Quarterly
1833,69,55+,Male,Jewelry,Accessories,$29 ,48,"$1,392 ",Louisiana,M,Blue,Fall,4.6,4,No,Debit Card,Free Shipping,No,No,Below 50 Purchases,Cash,Monthly
1834,34,25 - 34,Male,Jewelry,Accessories,$53 ,19,"$1,007 ",Louisiana,M,Yellow,Spring,4.5,4,No,Bank Transfer,2-Day Shipping,No,No,Below 20 Purchases,PayPal,Fortnightly
1835,49,45 - 54,Male,Skirt,Clothing,$35 ,39,"$1,365 ",Indiana,M,Charcoal,Summer,4.1,4,No,Venmo,2-Day Shipping,No,No,Below 40 Purchases,Venmo,Fortnightly
1836,65,55+,Male,Scarf,Accessories,$75 ,45,"$3,375 ",Kentucky,M,Lavender,Fall,3.2,3,No,Cash,2-Day Shipping,No,No,Below 50 Purchases,Credit Card,Quarterly
1837,66,55+,Male,Pants,Clothing,$52 ,35,"$1,820 ",South Carolina,M,Teal,Fall,4.2,4,No,Cash,2-Day Shipping,No,No,Below 40 Purchases,Credit Card,Monthly
1838,41,35 - 44,Male,Hat,Accessories,$77 ,8,$616 ,Montana,M,Beige,Winter,4.8,4,No,PayPal,Free Shipping,No,No,Below 10 Puchases,Venmo,Monthly
1839,37,35 - 44,Male,Gloves,Accessories,$24 ,11,$264 ,Vermont,L,Blue,Fall,4.1,4,No,Credit Card,Next Day Air,No,No,Below 20 Purchases,Credit Card,Quarterly
1840,32,25 - 34,Male,Shirt,Clothing,$78 ,32,"$2,496 ",Mississippi,XL,Purple,Winter,3.7,3,No,Venmo,Store Pickup,No,No,Below 40 Purchases,Cash,Annually
1841,42,35 - 44,Male,Sandals,Footwear,$98 ,46,"$4,508 ",Wyoming,M,Gold,Winter,2.6,2,No,Cash,Store Pickup,No,No,Below 50 Purchases,Bank Transfer,Quarterly
1842,31,25 - 34,Male,Socks,Clothing,$57 ,7,$399 ,Vermont,L,Blue,Winter,3,3,No,Debit Card,Standard,No,No,Below 10 Puchases,PayPal,Quarterly
1843,61,55+,Male,Handbag,Accessories,$78 ,1,$78 ,Alabama,M,Black,Summer,4.4,4,No,Bank Transfer,Express,No,No,Below 10 Puchases,Debit Card,Annually
1844,36,35 - 44,Male,Jacket,Outerwear,$76 ,32,"$2,432 ",Kentucky,M,Charcoal,Fall,4.7,4,No,Bank Transfer,Next Day Air,No,No,Below 40 Purchases,Credit Card,Monthly
1845,60,55+,Male,Shorts,Clothing,26,31,$806 ,South Dakota,M,Purple,Spring,2.7,2,No,Venmo,2-Day Shipping,No,No,Below 40 Purchases,Credit Card,Annually
1846,51,45 - 54,Male,Sandals,Footwear,$78 ,39,"$3,042 ",Delaware,M,Orange,Winter,2.8,2,No,Debit Card,2-Day Shipping,No,No,Below 40 Purchases,Bank Transfer,Quarterly
1847,68,55+,Male,Scarf,Accessories,$53 ,9,$477 ,Wisconsin,M,Yellow,Summer,2.9,2,No,Debit Card,Standard,No,No,Below 10 Puchases,Venmo,Quarterly
1848,46,45 - 54,Male,Sandals,Footwear,$100 ,49,"$4,900 ",Arizona,XL,Cyan,Summer,4.4,4,No,Debit Card,Free Shipping,No,No,Below 50 Purchases,Credit Card,Weekly
1849,19,18 - 24,Male,Jeans,Clothing,$73 ,34,"$2,482 ",Maine,XL,Yellow,Winter,2.7,2,No,Credit Card,Express,No,No,Below 40 Purchases,Cash,Quarterly
1850,30,25 - 34,Male,Skirt,Clothing,$40 ,35,"$1,400 ",New Mexico,M,Maroon,Winter,4.5,4,No,Credit Card,Store Pickup,No,No,Below 40 Purchases,Bank Transfer,Monthly
1851,51,45 - 54,Male,Gloves,Accessories,$76 ,50,"$3,800 ",Wyoming,S,Black,Winter,2.8,2,No,Credit Card,Store Pickup,No,No,Over 50 Purchases,Debit Card,Weekly
1852,28,25 - 34,Male,Skirt,Clothing,$80 ,4,$320 ,Delaware,S,Lavender,Fall,3.1,3,No,Venmo,Free Shipping,No,No,Below 10 Puchases,Bank Transfer,Fortnightly
1853,41,35 - 44,Male,Sweater,Clothing,$80 ,32,"$2,560 ",Pennsylvania,XL,Violet,Winter,3.8,3,No,Cash,Store Pickup,No,No,Below 40 Purchases,Cash,Weekly
1854,29,25 - 34,Male,Blouse,Clothing,$67 ,11,$737 ,North Dakota,XL,Olive,Spring,2.9,2,No,Bank Transfer,Express,No,No,Below 20 Purchases,PayPal,Fortnightly
1855,25,25 - 34,Male,Sweater,Clothing,$61 ,49,"$2,989 ",Kentucky,M,Teal,Spring,3.8,3,No,Credit Card,Express,No,No,Below 50 Purchases,Credit Card,Annually
1856,60,55+,Male,Shirt,Clothing,76,9,$684 ,Rhode Island,XL,Teal,Spring,4.7,4,No,Bank Transfer,Standard,No,No,Below 10 Puchases,Cash,Annually
1857,63,55+,Male,Jewelry,Accessories,$55 ,30,"$1,650 ",Arizona,XL,Beige,Summer,3.2,3,No,Venmo,Free Shipping,No,No,Below 40 Purchases,PayPal,Bi-Weekly
1858,51,45 - 54,Male,T-shirt,Clothing,$85 ,33,"$2,805 ",Colorado,L,Maroon,Summer,4,4,No,Cash,Next Day Air,No,No,Below 40 Purchases,Cash,Monthly
1859,22,18 - 24,Male,Scarf,Accessories,$69 ,8,$552 ,Maine,S,Peach,Spring,4.9,4,No,Venmo,2-Day Shipping,No,No,Below 10 Puchases,Debit Card,Annually
1860,54,45 - 54,Male,Belt,Accessories,$26 ,29,$754 ,New Jersey,L,Beige,Summer,3.7,3,No,Credit Card,Store Pickup,No,No,Below 30 Purchases,Debit Card,Fortnightly
1861,18,18 - 24,Male,T-shirt,Clothing,$64 ,4,$256 ,Kansas,M,Silver,Summer,4.8,4,No,Credit Card,Next Day Air,No,No,Below 10 Puchases,Credit Card,Monthly
1862,29,25 - 34,Male,Sneakers,Footwear,$60 ,19,"$1,140 ",South Dakota,S,Peach,Fall,3.6,3,No,Bank Transfer,Standard,No,No,Below 20 Purchases,Debit Card,Monthly
1863,59,55+,Male,Gloves,Accessories,$36 ,10,$360 ,New Hampshire,M,Turquoise,Winter,4.6,4,No,Debit Card,Express,No,No,Below 20 Purchases,PayPal,Fortnightly
1864,25,25 - 34,Male,Sandals,Footwear,$21 ,39,$819 ,Connecticut,L,Orange,Spring,4.3,4,No,Venmo,2-Day Shipping,No,No,Below 40 Purchases,Debit Card,Monthly
1865,19,18 - 24,Male,Backpack,Accessories,$72 ,21,"$1,512 ",Wyoming,S,Cyan,Fall,3.2,3,No,Bank Transfer,2-Day Shipping,No,No,Below 30 Purchases,Venmo,Quarterly
1866,56,55+,Male,Pants,Clothing,$62 ,12,$744 ,Missouri,S,Silver,Summer,3.8,3,No,Venmo,Store Pickup,No,No,Below 20 Purchases,Bank Transfer,Monthly
1867,31,25 - 34,Male,T-shirt,Clothing,$44 ,9,$396 ,Alaska,XL,Gold,Winter,4.2,4,No,Debit Card,Standard,No,No,Below 10 Puchases,Credit Card,Fortnightly
1868,45,45 - 54,Male,Skirt,Clothing,$52 ,20,"$1,040 ",Delaware,M,Brown,Fall,3.4,3,No,Debit Card,2-Day Shipping,No,No,Below 30 Purchases,Venmo,Quarterly
1869,23,18 - 24,Male,Gloves,Accessories,$58 ,44,"$2,552 ",Indiana,M,Silver,Spring,4.7,4,No,Bank Transfer,Next Day Air,No,No,Below 50 Purchases,Cash,Fortnightly
1870,18,18 - 24,Male,Blouse,Clothing,$77 ,16,"$1,232 ",West Virginia,S,Beige,Spring,3.9,3,No,PayPal,2-Day Shipping,No,No,Below 20 Purchases,Debit Card,Quarterly
1871,43,35 - 44,Male,Blouse,Clothing,$99 ,27,"$2,673 ",Wyoming,L,Violet,Spring,4.3,4,No,Debit Card,Store Pickup,No,No,Below 30 Purchases,Debit Card,Fortnightly
1872,56,55+,Male,Jeans,Clothing,$96 ,14,"$1,344 ",Illinois,XL,Violet,Fall,2.7,2,No,Bank Transfer,Standard,No,No,Below 20 Purchases,Cash,Quarterly
1873,43,35 - 44,Male,T-shirt,Clothing,$64 ,24,"$1,536 ",Alaska,M,Lavender,Summer,4.6,4,No,Credit Card,Standard,No,No,Below 30 Purchases,Credit Card,Monthly
1874,64,55+,Male,Sweater,Clothing,$44 ,49,"$2,156 ",Wisconsin,XL,Red,Fall,2.9,2,No,Credit Card,Express,No,No,Below 50 Purchases,Bank Transfer,Weekly
1875,67,55+,Male,Pants,Clothing,$33 ,14,$462 ,Indiana,L,Purple,Fall,3.6,3,No,Cash,Free Shipping,No,No,Below 20 Purchases,Cash,Weekly
1876,63,55+,Male,Boots,Footwear,$71 ,6,$426 ,Tennessee,M,Brown,Winter,3.9,3,No,Debit Card,Next Day Air,No,No,Below 10 Puchases,Credit Card,Quarterly
1877,54,45 - 54,Male,Skirt,Clothing,$36 ,20,$720 ,Illinois,M,Gray,Fall,2.6,2,No,Credit Card,Standard,No,No,Below 30 Purchases,Venmo,Quarterly
1878,69,55+,Male,Gloves,Accessories,$62 ,3,$186 ,Pennsylvania,L,Pink,Fall,3.6,3,No,Cash,Express,No,No,Below 10 Puchases,Credit Card,Annually
1879,34,25 - 34,Male,Socks,Clothing,$29 ,5,$145 ,Oklahoma,L,Magenta,Summer,3.4,3,No,Credit Card,Store Pickup,No,No,Below 10 Puchases,Credit Card,Monthly
1880,56,55+,Male,T-shirt,Clothing,$33 ,46,"$1,518 ",Tennessee,L,Charcoal,Spring,3.5,3,No,Debit Card,Express,No,No,Below 50 Purchases,Cash,Bi-Weekly
1881,34,25 - 34,Male,Blouse,Clothing,$33 ,8,$264 ,New Jersey,L,Yellow,Fall,3.1,3,No,PayPal,2-Day Shipping,No,No,Below 10 Puchases,Debit Card,Monthly
1882,58,55+,Male,Blouse,Clothing,$41 ,13,$533 ,New Jersey,M,Red,Winter,4.3,4,No,Bank Transfer,Standard,No,No,Below 20 Purchases,Cash,Bi-Weekly
1883,44,35 - 44,Male,Scarf,Accessories,$54 ,25,"$1,350 ",Tennessee,L,Blue,Winter,5,5,No,Debit Card,Store Pickup,No,No,Below 30 Purchases,Bank Transfer,Quarterly
1884,25,25 - 34,Male,Backpack,Accessories,$58 ,39,"$2,262 ",Georgia,M,Cyan,Spring,4.9,4,No,PayPal,Store Pickup,No,No,Below 40 Purchases,Debit Card,Fortnightly
1885,27,25 - 34,Male,Shorts,Clothing,$30 ,15,$450 ,Arizona,S,Pink,Summer,4.3,4,No,Bank Transfer,Next Day Air,No,No,Below 20 Purchases,Bank Transfer,Bi-Weekly
1886,26,25 - 34,Male,Jewelry,Accessories,$53 ,35,"$1,855 ",Nevada,S,Maroon,Winter,4.4,4,No,Credit Card,Standard,No,No,Below 40 Purchases,Cash,Monthly
1887,18,18 - 24,Male,Gloves,Accessories,$91 ,46,"$4,186 ",Arkansas,L,Beige,Spring,4.4,4,No,Cash,Next Day Air,No,No,Below 50 Purchases,Cash,Bi-Weekly
1888,64,55+,Male,Hoodie,Clothing,$44 ,3,$132 ,North Dakota,XL,Gold,Fall,3.5,3,No,Cash,Express,No,No,Below 10 Puchases,PayPal,Monthly
1889,62,55+,Male,Hoodie,Clothing,$89 ,48,"$4,272 ",South Dakota,XL,Turquoise,Winter,3.4,3,No,Bank Transfer,Free Shipping,No,No,Below 50 Purchases,Credit Card,Weekly
1890,59,55+,Male,Skirt,Clothing,$57 ,27,"$1,539 ",North Carolina,L,Peach,Spring,2.5,2,No,Debit Card,Next Day Air,No,No,Below 30 Purchases,Bank Transfer,Weekly
1891,36,35 - 44,Male,Sunglasses,Accessories,$57 ,5,$285 ,Hawaii,M,Lavender,Spring,3.4,3,No,Debit Card,Store Pickup,No,No,Below 10 Puchases,Credit Card,Weekly
1892,69,55+,Male,Jewelry,Accessories,$74 ,48,"$3,552 ",New Hampshire,M,Gray,Summer,2.6,2,No,Venmo,Next Day Air,No,No,Below 50 Purchases,Debit Card,Quarterly
1893,39,35 - 44,Male,Jacket,Outerwear,$30 ,12,$360 ,California,M,Blue,Fall,4.6,4,No,Bank Transfer,2-Day Shipping,No,No,Below 20 Purchases,Venmo,Weekly
1894,28,25 - 34,Male,Dress,Clothing,$20 ,10,$200 ,Delaware,L,Red,Summer,3.7,3,No,Venmo,Express,No,No,Below 20 Purchases,PayPal,Fortnightly
1895,42,35 - 44,Male,Hoodie,Clothing,$90 ,48,"$4,320 ",Arizona,M,Purple,Fall,2.5,2,No,Credit Card,Free Shipping,No,No,Below 50 Purchases,Debit Card,Bi-Weekly
1896,31,25 - 34,Male,Jeans,Clothing,$61 ,3,$183 ,Washington,L,Indigo,Fall,4.5,4,No,Debit Card,Express,No,No,Below 10 Puchases,Debit Card,Monthly
1897,57,55+,Male,Sandals,Footwear,$51 ,19,$969 ,Nevada,M,Gold,Fall,2.9,2,No,Cash,Standard,No,No,Below 20 Purchases,Venmo,Monthly
1898,53,45 - 54,Male,Sunglasses,Accessories,$97 ,11,"$1,067 ",Alaska,L,Teal,Winter,2.9,2,No,Venmo,Free Shipping,No,No,Below 20 Purchases,Debit Card,Fortnightly
1899,59,55+,Male,Pants,Clothing,$97 ,25,"$2,425 ",Texas,L,Magenta,Fall,3.5,3,No,PayPal,Next Day Air,No,No,Below 30 Purchases,Venmo,Monthly
1900,32,25 - 34,Male,Shorts,Clothing,$40 ,42,"$1,680 ",New York,L,Maroon,Winter,4.2,4,No,Venmo,Store Pickup,No,No,Below 50 Purchases,PayPal,Weekly
1901,65,55+,Male,Jewelry,Accessories,$85 ,34,"$2,890 ",Iowa,S,Blue,Summer,3.3,3,No,Debit Card,Free Shipping,No,No,Below 40 Purchases,Cash,Quarterly
1902,56,55+,Male,Socks,Clothing,$76 ,50,"$3,800 ",Arizona,S,Beige,Winter,3.9,3,No,Venmo,Store Pickup,No,No,Over 50 Purchases,Cash,Quarterly
1903,31,25 - 34,Male,Sandals,Footwear,$22 ,21,$462 ,New Mexico,S,Olive,Spring,5,5,No,Bank Transfer,Store Pickup,No,No,Below 30 Purchases,Venmo,Monthly
1904,59,55+,Male,Pants,Clothing,$63 ,37,"$2,331 ",North Carolina,M,Gold,Summer,3.3,3,No,Bank Transfer,Standard,No,No,Below 40 Purchases,Bank Transfer,Weekly
1905,22,18 - 24,Male,T-shirt,Clothing,$71 ,46,"$3,266 ",Nevada,S,Silver,Spring,4.2,4,No,PayPal,Free Shipping,No,No,Below 50 Purchases,Cash,Monthly
1906,47,45 - 54,Male,Boots,Footwear,$35 ,14,$490 ,Idaho,M,Teal,Summer,4.9,4,No,Debit Card,2-Day Shipping,No,No,Below 20 Purchases,Bank Transfer,Fortnightly
1907,23,18 - 24,Male,Backpack,Accessories,$30 ,24,$720 ,Vermont,M,Green,Spring,4.6,4,No,Bank Transfer,2-Day Shipping,No,No,Below 30 Purchases,PayPal,Fortnightly
1908,69,55+,Male,Skirt,Clothing,$74 ,36,"$2,664 ",New Mexico,L,Orange,Fall,4.8,4,No,Cash,Store Pickup,No,No,Below 40 Purchases,Credit Card,Quarterly
1909,18,18 - 24,Male,Scarf,Accessories,$71 ,19,"$1,349 ",Georgia,XL,Charcoal,Winter,2.7,2,No,Credit Card,Next Day Air,No,No,Below 20 Purchases,Debit Card,Bi-Weekly
1910,50,45 - 54,Male,Sweater,Clothing,$84 ,12,"$1,008 ",Kentucky,S,Black,Spring,4.3,4,No,PayPal,Store Pickup,No,No,Below 20 Purchases,Credit Card,Monthly
1911,29,25 - 34,Male,Sandals,Footwear,$38 ,13,$494 ,New York,S,Yellow,Fall,3.8,3,No,Venmo,Express,No,No,Below 20 Purchases,Debit Card,Quarterly
1912,65,55+,Male,Jewelry,Accessories,$81 ,32,"$2,592 ",Arizona,M,Gray,Spring,4.9,4,No,Credit Card,Express,No,No,Below 40 Purchases,Debit Card,Bi-Weekly
1913,29,25 - 34,Male,Sweater,Clothing,$56 ,5,$280 ,Colorado,S,Charcoal,Winter,3.4,3,No,Cash,2-Day Shipping,No,No,Below 10 Puchases,Credit Card,Bi-Weekly
1914,49,45 - 54,Male,Skirt,Clothing,$48 ,29,"$1,392 ",Kentucky,M,Peach,Winter,3.6,3,No,Venmo,Express,No,No,Below 30 Purchases,Cash,Annually
1915,28,25 - 34,Male,Shorts,Clothing,$97 ,40,"$3,880 ",Alaska,L,Green,Fall,3.4,3,No,Venmo,Standard,No,No,Below 50 Purchases,Credit Card,Fortnightly
1916,51,45 - 54,Male,Backpack,Accessories,$74 ,44,"$3,256 ",Alabama,M,Magenta,Fall,4.7,4,No,PayPal,2-Day Shipping,No,No,Below 50 Purchases,Cash,Weekly
1917,26,25 - 34,Male,Hoodie,Clothing,$50 ,3,$150 ,Connecticut,S,Beige,Winter,3,3,No,PayPal,Next Day Air,No,No,Below 10 Puchases,Debit Card,Bi-Weekly
1918,38,35 - 44,Male,Skirt,Clothing,$71 ,35,"$2,485 ",Hawaii,L,Black,Winter,3.4,3,No,Venmo,Free Shipping,No,No,Below 40 Purchases,PayPal,Bi-Weekly
1919,35,35 - 44,Male,Skirt,Clothing,$33 ,33,"$1,089 ",Idaho,S,Purple,Summer,4.6,4,No,PayPal,Standard,No,No,Below 40 Purchases,Debit Card,Monthly
1920,34,25 - 34,Male,Backpack,Accessories,$56 ,20,"$1,120 ",Virginia,M,Olive,Summer,3.1,3,No,Credit Card,Express,No,No,Below 30 Purchases,PayPal,Bi-Weekly
1921,51,45 - 54,Male,Blouse,Clothing,$84 ,40,"$3,360 ",Connecticut,M,Purple,Spring,2.8,2,No,Bank Transfer,Standard,No,No,Below 50 Purchases,Cash,Quarterly
1922,47,45 - 54,Male,Shirt,Clothing,$36 ,13,$468 ,Michigan,M,Green,Fall,3.5,3,No,Cash,Store Pickup,No,No,Below 20 Purchases,Venmo,Annually
1923,18,18 - 24,Male,Gloves,Accessories,$63 ,9,$567 ,Kentucky,S,Peach,Summer,4.6,4,No,PayPal,Standard,No,No,Below 10 Puchases,PayPal,Monthly
1924,64,55+,Male,Sandals,Footwear,$36 ,7,$252 ,Nebraska,XL,Blue,Summer,4.3,4,No,PayPal,Standard,No,No,Below 10 Puchases,Cash,Annually
1925,30,25 - 34,Male,Jacket,Outerwear,$63 ,42,"$2,646 ",Michigan,M,Gray,Fall,4.8,4,No,Venmo,Free Shipping,No,No,Below 50 Purchases,PayPal,Quarterly
1926,59,55+,Male,Sneakers,Footwear,$32 ,44,"$1,408 ",Utah,L,Black,Winter,2.9,2,No,Venmo,Express,No,No,Below 50 Purchases,Credit Card,Fortnightly
1927,66,55+,Male,Backpack,Accessories,$93 ,6,$558 ,New Mexico,M,Silver,Spring,3,3,No,Venmo,Express,No,No,Below 10 Puchases,PayPal,Annually
1928,40,35 - 44,Male,Pants,Clothing,$29 ,8,$232 ,Florida,M,Pink,Summer,2.9,2,No,Debit Card,Standard,No,No,Below 10 Puchases,Cash,Quarterly
1929,25,25 - 34,Male,Sunglasses,Accessories,$92 ,10,$920 ,Mississippi,S,Lavender,Summer,3.7,3,No,PayPal,Standard,No,No,Below 20 Purchases,PayPal,Weekly
1930,59,55+,Male,Jeans,Clothing,$33 ,46,"$1,518 ",Hawaii,L,Brown,Fall,4.7,4,No,Debit Card,Standard,No,No,Below 50 Purchases,Venmo,Quarterly
1931,66,55+,Male,Pants,Clothing,$52 ,26,"$1,352 ",North Carolina,L,Turquoise,Spring,3.5,3,No,Bank Transfer,Store Pickup,No,No,Below 30 Purchases,Cash,Weekly
1932,54,45 - 54,Male,Jewelry,Accessories,$42 ,6,$252 ,Illinois,S,Olive,Spring,2.7,2,No,PayPal,Store Pickup,No,No,Below 10 Puchases,Debit Card,Quarterly
1933,42,35 - 44,Male,Hoodie,Clothing,$36 ,47,"$1,692 ",Maryland,M,White,Spring,5,5,No,Cash,Free Shipping,No,No,Below 50 Purchases,Credit Card,Quarterly
1934,48,45 - 54,Male,Sandals,Footwear,$67 ,28,"$1,876 ",Montana,L,Violet,Summer,4.1,4,No,Cash,Next Day Air,No,No,Below 30 Purchases,Venmo,Annually
1935,34,25 - 34,Male,Jacket,Outerwear,$43 ,23,$989 ,Michigan,L,Gold,Winter,2.7,2,No,Debit Card,Free Shipping,No,No,Below 30 Purchases,Bank Transfer,Annually
1936,19,18 - 24,Male,Blouse,Clothing,$68 ,45,"$3,060 ",North Carolina,XL,Violet,Spring,4.8,4,No,Debit Card,Free Shipping,No,No,Below 50 Purchases,Cash,Fortnightly
1937,70,55+,Male,Jewelry,Accessories,$60 ,44,"$2,640 ",Minnesota,S,Teal,Summer,4.3,4,No,PayPal,2-Day Shipping,No,No,Below 50 Purchases,PayPal,Quarterly
1938,43,35 - 44,Male,Socks,Clothing,$53 ,11,$583 ,Delaware,M,Olive,Summer,4.5,4,No,Venmo,2-Day Shipping,No,No,Below 20 Purchases,Bank Transfer,Monthly
1939,46,45 - 54,Male,Jeans,Clothing,$23 ,39,$897 ,Kentucky,L,Blue,Spring,3.8,3,No,Bank Transfer,Standard,No,No,Below 40 Purchases,Debit Card,Bi-Weekly
